analysis_group,state,fia_species_code,scientific_name,period,cell_id,effort_count,focal_count
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,79_-151,81,0
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,79_-152,74,1
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,79_-153,73,2
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,79_-154,32,0
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,79_-155,47,3
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,79_-156,11,1
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,79_-157,17,0
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,79_-158,6,0
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,79_-159,80,14
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,79_-160,62,9
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,79_-161,20,0
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,80_-150,39,2
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,80_-151,273,11
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,80_-152,70,0
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,80_-153,18,0
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,80_-154,94,1
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,80_-155,64,4
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,80_-156,17,1
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,80_-157,122,6
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,80_-158,28,2
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,80_-159,41,5
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,80_-160,328,12
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,80_-161,134,4
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,81_-151,22,3
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,81_-152,43,4
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,81_-153,22,0
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,81_-154,18,2
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,81_-155,9,2
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,81_-156,92,5
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,81_-157,56,4
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,81_-158,1,1
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,81_-159,11,1
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,81_-160,207,15
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,81_-161,122,15
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,81_-162,1,0
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,82_-150,20,3
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,82_-151,51,4
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,82_-152,87,5
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,82_-153,23,2
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,82_-154,22,3
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,82_-155,13,2
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,82_-156,12,0
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,82_-158,12,1
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,82_-159,12,4
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,82_-160,21,2
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,82_-161,18,2
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,82_-162,1,0
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,83_-151,20,2
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,83_-152,12,1
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,83_-153,1,0
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,83_-154,11,1
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,83_-156,2,0
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,83_-157,5,1
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,83_-158,14,2
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,83_-159,25,3
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,83_-160,12,3
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,83_-161,36,1
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,83_-162,2,0
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,84_-160,15,3
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,early,84_-161,57,2
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,79_-151,2225,37
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,79_-152,1137,25
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,79_-153,557,26
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,79_-154,363,10
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,79_-155,518,25
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,79_-156,124,5
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,79_-157,63,4
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,79_-158,89,9
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,79_-159,541,62
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,79_-160,293,18
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,79_-161,204,7
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,80_-150,847,15
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,80_-151,6828,202
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,80_-152,2046,56
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,80_-153,742,15
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,80_-154,1517,44
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,80_-155,1315,46
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,80_-156,199,12
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,80_-157,331,15
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,80_-158,338,38
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,80_-159,932,61
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,80_-160,2379,104
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,80_-161,1703,64
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,80_-162,2,0
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,81_-151,1217,51
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,81_-152,859,72
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,81_-153,401,28
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,81_-154,535,25
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,81_-155,282,34
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,81_-156,1208,88
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,81_-157,347,33
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,81_-158,127,25
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,81_-159,399,38
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,81_-160,1242,98
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,81_-161,1410,147
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,81_-162,7,0
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,82_-150,206,43
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,82_-151,1161,146
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,82_-152,1099,131
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,82_-153,408,52
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,82_-154,237,22
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,82_-155,150,23
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,82_-156,142,11
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,82_-157,182,12
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,82_-158,517,67
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,82_-159,553,68
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,82_-160,161,13
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,82_-161,522,39
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,82_-162,9,2
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,83_-151,106,8
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,83_-152,276,22
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,83_-153,60,3
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,83_-154,78,15
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,83_-155,119,22
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,83_-156,152,21
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,83_-157,39,5
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,83_-158,246,36
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,83_-159,204,29
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,83_-160,138,23
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,83_-161,595,71
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,83_-162,10,0
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,84_-160,335,47
PA|261|Tsuga canadensis,PA,261,Tsuga canadensis,late,84_-161,926,89
PA|316|Acer rubrum,PA,316,Acer rubrum,early,79_-151,81,9
PA|316|Acer rubrum,PA,316,Acer rubrum,early,79_-152,74,5
PA|316|Acer rubrum,PA,316,Acer rubrum,early,79_-153,73,6
PA|316|Acer rubrum,PA,316,Acer rubrum,early,79_-154,32,3
PA|316|Acer rubrum,PA,316,Acer rubrum,early,79_-155,47,4
PA|316|Acer rubrum,PA,316,Acer rubrum,early,79_-156,11,1
PA|316|Acer rubrum,PA,316,Acer rubrum,early,79_-157,17,0
PA|316|Acer rubrum,PA,316,Acer rubrum,early,79_-158,6,0
PA|316|Acer rubrum,PA,316,Acer rubrum,early,79_-159,80,4
PA|316|Acer rubrum,PA,316,Acer rubrum,early,79_-160,62,3
PA|316|Acer rubrum,PA,316,Acer rubrum,early,79_-161,20,0
PA|316|Acer rubrum,PA,316,Acer rubrum,early,80_-150,39,2
PA|316|Acer rubrum,PA,316,Acer rubrum,early,80_-151,273,9
PA|316|Acer rubrum,PA,316,Acer rubrum,early,80_-152,70,5
PA|316|Acer rubrum,PA,316,Acer rubrum,early,80_-153,18,2
PA|316|Acer rubrum,PA,316,Acer rubrum,early,80_-154,94,8
PA|316|Acer rubrum,PA,316,Acer rubrum,early,80_-155,64,5
PA|316|Acer rubrum,PA,316,Acer rubrum,early,80_-156,17,1
PA|316|Acer rubrum,PA,316,Acer rubrum,early,80_-157,122,6
PA|316|Acer rubrum,PA,316,Acer rubrum,early,80_-158,28,2
PA|316|Acer rubrum,PA,316,Acer rubrum,early,80_-159,41,1
PA|316|Acer rubrum,PA,316,Acer rubrum,early,80_-160,328,7
PA|316|Acer rubrum,PA,316,Acer rubrum,early,80_-161,134,3
PA|316|Acer rubrum,PA,316,Acer rubrum,early,81_-151,22,1
PA|316|Acer rubrum,PA,316,Acer rubrum,early,81_-152,43,5
PA|316|Acer rubrum,PA,316,Acer rubrum,early,81_-153,22,5
PA|316|Acer rubrum,PA,316,Acer rubrum,early,81_-154,18,2
PA|316|Acer rubrum,PA,316,Acer rubrum,early,81_-155,9,1
PA|316|Acer rubrum,PA,316,Acer rubrum,early,81_-156,92,8
PA|316|Acer rubrum,PA,316,Acer rubrum,early,81_-157,56,4
PA|316|Acer rubrum,PA,316,Acer rubrum,early,81_-158,1,0
PA|316|Acer rubrum,PA,316,Acer rubrum,early,81_-159,11,1
PA|316|Acer rubrum,PA,316,Acer rubrum,early,81_-160,207,12
PA|316|Acer rubrum,PA,316,Acer rubrum,early,81_-161,122,4
PA|316|Acer rubrum,PA,316,Acer rubrum,early,81_-162,1,0
PA|316|Acer rubrum,PA,316,Acer rubrum,early,82_-150,20,0
PA|316|Acer rubrum,PA,316,Acer rubrum,early,82_-151,51,7
PA|316|Acer rubrum,PA,316,Acer rubrum,early,82_-152,87,4
PA|316|Acer rubrum,PA,316,Acer rubrum,early,82_-153,23,1
PA|316|Acer rubrum,PA,316,Acer rubrum,early,82_-154,22,0
PA|316|Acer rubrum,PA,316,Acer rubrum,early,82_-155,13,1
PA|316|Acer rubrum,PA,316,Acer rubrum,early,82_-156,12,2
PA|316|Acer rubrum,PA,316,Acer rubrum,early,82_-158,12,0
PA|316|Acer rubrum,PA,316,Acer rubrum,early,82_-159,12,1
PA|316|Acer rubrum,PA,316,Acer rubrum,early,82_-160,21,2
PA|316|Acer rubrum,PA,316,Acer rubrum,early,82_-161,18,0
PA|316|Acer rubrum,PA,316,Acer rubrum,early,82_-162,1,0
PA|316|Acer rubrum,PA,316,Acer rubrum,early,83_-151,20,1
PA|316|Acer rubrum,PA,316,Acer rubrum,early,83_-152,12,1
PA|316|Acer rubrum,PA,316,Acer rubrum,early,83_-153,1,0
PA|316|Acer rubrum,PA,316,Acer rubrum,early,83_-154,11,0
PA|316|Acer rubrum,PA,316,Acer rubrum,early,83_-156,2,0
PA|316|Acer rubrum,PA,316,Acer rubrum,early,83_-157,5,0
PA|316|Acer rubrum,PA,316,Acer rubrum,early,83_-158,14,1
PA|316|Acer rubrum,PA,316,Acer rubrum,early,83_-159,25,2
PA|316|Acer rubrum,PA,316,Acer rubrum,early,83_-160,12,0
PA|316|Acer rubrum,PA,316,Acer rubrum,early,83_-161,36,2
PA|316|Acer rubrum,PA,316,Acer rubrum,early,83_-162,2,0
PA|316|Acer rubrum,PA,316,Acer rubrum,early,84_-160,15,0
PA|316|Acer rubrum,PA,316,Acer rubrum,early,84_-161,57,3
PA|316|Acer rubrum,PA,316,Acer rubrum,late,79_-151,2225,108
PA|316|Acer rubrum,PA,316,Acer rubrum,late,79_-152,1137,61
PA|316|Acer rubrum,PA,316,Acer rubrum,late,79_-153,557,27
PA|316|Acer rubrum,PA,316,Acer rubrum,late,79_-154,363,15
PA|316|Acer rubrum,PA,316,Acer rubrum,late,79_-155,518,24
PA|316|Acer rubrum,PA,316,Acer rubrum,late,79_-156,124,3
PA|316|Acer rubrum,PA,316,Acer rubrum,late,79_-157,63,2
PA|316|Acer rubrum,PA,316,Acer rubrum,late,79_-158,89,2
PA|316|Acer rubrum,PA,316,Acer rubrum,late,79_-159,541,18
PA|316|Acer rubrum,PA,316,Acer rubrum,late,79_-160,293,13
PA|316|Acer rubrum,PA,316,Acer rubrum,late,79_-161,204,1
PA|316|Acer rubrum,PA,316,Acer rubrum,late,80_-150,847,30
PA|316|Acer rubrum,PA,316,Acer rubrum,late,80_-151,6828,271
PA|316|Acer rubrum,PA,316,Acer rubrum,late,80_-152,2046,77
PA|316|Acer rubrum,PA,316,Acer rubrum,late,80_-153,742,26
PA|316|Acer rubrum,PA,316,Acer rubrum,late,80_-154,1517,58
PA|316|Acer rubrum,PA,316,Acer rubrum,late,80_-155,1315,44
PA|316|Acer rubrum,PA,316,Acer rubrum,late,80_-156,199,3
PA|316|Acer rubrum,PA,316,Acer rubrum,late,80_-157,331,7
PA|316|Acer rubrum,PA,316,Acer rubrum,late,80_-158,338,11
PA|316|Acer rubrum,PA,316,Acer rubrum,late,80_-159,932,16
PA|316|Acer rubrum,PA,316,Acer rubrum,late,80_-160,2379,66
PA|316|Acer rubrum,PA,316,Acer rubrum,late,80_-161,1703,45
PA|316|Acer rubrum,PA,316,Acer rubrum,late,80_-162,2,0
PA|316|Acer rubrum,PA,316,Acer rubrum,late,81_-151,1217,44
PA|316|Acer rubrum,PA,316,Acer rubrum,late,81_-152,859,47
PA|316|Acer rubrum,PA,316,Acer rubrum,late,81_-153,401,19
PA|316|Acer rubrum,PA,316,Acer rubrum,late,81_-154,535,19
PA|316|Acer rubrum,PA,316,Acer rubrum,late,81_-155,282,12
PA|316|Acer rubrum,PA,316,Acer rubrum,late,81_-156,1208,47
PA|316|Acer rubrum,PA,316,Acer rubrum,late,81_-157,347,24
PA|316|Acer rubrum,PA,316,Acer rubrum,late,81_-158,127,8
PA|316|Acer rubrum,PA,316,Acer rubrum,late,81_-159,399,27
PA|316|Acer rubrum,PA,316,Acer rubrum,late,81_-160,1242,58
PA|316|Acer rubrum,PA,316,Acer rubrum,late,81_-161,1410,47
PA|316|Acer rubrum,PA,316,Acer rubrum,late,81_-162,7,2
PA|316|Acer rubrum,PA,316,Acer rubrum,late,82_-150,206,9
PA|316|Acer rubrum,PA,316,Acer rubrum,late,82_-151,1161,78
PA|316|Acer rubrum,PA,316,Acer rubrum,late,82_-152,1099,80
PA|316|Acer rubrum,PA,316,Acer rubrum,late,82_-153,408,18
PA|316|Acer rubrum,PA,316,Acer rubrum,late,82_-154,237,11
PA|316|Acer rubrum,PA,316,Acer rubrum,late,82_-155,150,7
PA|316|Acer rubrum,PA,316,Acer rubrum,late,82_-156,142,2
PA|316|Acer rubrum,PA,316,Acer rubrum,late,82_-157,182,4
PA|316|Acer rubrum,PA,316,Acer rubrum,late,82_-158,517,23
PA|316|Acer rubrum,PA,316,Acer rubrum,late,82_-159,553,21
PA|316|Acer rubrum,PA,316,Acer rubrum,late,82_-160,161,7
PA|316|Acer rubrum,PA,316,Acer rubrum,late,82_-161,522,34
PA|316|Acer rubrum,PA,316,Acer rubrum,late,82_-162,9,0
PA|316|Acer rubrum,PA,316,Acer rubrum,late,83_-151,106,6
PA|316|Acer rubrum,PA,316,Acer rubrum,late,83_-152,276,7
PA|316|Acer rubrum,PA,316,Acer rubrum,late,83_-153,60,3
PA|316|Acer rubrum,PA,316,Acer rubrum,late,83_-154,78,2
PA|316|Acer rubrum,PA,316,Acer rubrum,late,83_-155,119,8
PA|316|Acer rubrum,PA,316,Acer rubrum,late,83_-156,152,8
PA|316|Acer rubrum,PA,316,Acer rubrum,late,83_-157,39,1
PA|316|Acer rubrum,PA,316,Acer rubrum,late,83_-158,246,6
PA|316|Acer rubrum,PA,316,Acer rubrum,late,83_-159,204,8
PA|316|Acer rubrum,PA,316,Acer rubrum,late,83_-160,138,5
PA|316|Acer rubrum,PA,316,Acer rubrum,late,83_-161,595,33
PA|316|Acer rubrum,PA,316,Acer rubrum,late,83_-162,10,0
PA|316|Acer rubrum,PA,316,Acer rubrum,late,84_-160,335,13
PA|316|Acer rubrum,PA,316,Acer rubrum,late,84_-161,926,39
PA|318|Acer saccharum,PA,318,Acer saccharum,early,79_-151,81,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,79_-152,74,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,79_-153,73,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,79_-154,32,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,79_-155,47,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,79_-156,11,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,79_-157,17,2
PA|318|Acer saccharum,PA,318,Acer saccharum,early,79_-158,6,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,79_-159,80,4
PA|318|Acer saccharum,PA,318,Acer saccharum,early,79_-160,62,2
PA|318|Acer saccharum,PA,318,Acer saccharum,early,79_-161,20,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,80_-150,39,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,80_-151,273,3
PA|318|Acer saccharum,PA,318,Acer saccharum,early,80_-152,70,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,80_-153,18,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,80_-154,94,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,80_-155,64,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,80_-156,17,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,80_-157,122,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,80_-158,28,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,80_-159,41,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,80_-160,328,12
PA|318|Acer saccharum,PA,318,Acer saccharum,early,80_-161,134,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,81_-151,22,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,81_-152,43,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,81_-153,22,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,81_-154,18,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,81_-155,9,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,81_-156,92,2
PA|318|Acer saccharum,PA,318,Acer saccharum,early,81_-157,56,2
PA|318|Acer saccharum,PA,318,Acer saccharum,early,81_-158,1,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,81_-159,11,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,81_-160,207,11
PA|318|Acer saccharum,PA,318,Acer saccharum,early,81_-161,122,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,81_-162,1,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,82_-150,20,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,82_-151,51,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,82_-152,87,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,82_-153,23,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,82_-154,22,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,82_-155,13,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,82_-156,12,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,82_-158,12,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,82_-159,12,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,82_-160,21,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,82_-161,18,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,82_-162,1,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,83_-151,20,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,83_-152,12,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,83_-153,1,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,83_-154,11,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,83_-156,2,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,83_-157,5,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,83_-158,14,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,83_-159,25,2
PA|318|Acer saccharum,PA,318,Acer saccharum,early,83_-160,12,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,83_-161,36,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,83_-162,2,0
PA|318|Acer saccharum,PA,318,Acer saccharum,early,84_-160,15,1
PA|318|Acer saccharum,PA,318,Acer saccharum,early,84_-161,57,2
PA|318|Acer saccharum,PA,318,Acer saccharum,late,79_-151,2225,23
PA|318|Acer saccharum,PA,318,Acer saccharum,late,79_-152,1137,12
PA|318|Acer saccharum,PA,318,Acer saccharum,late,79_-153,557,2
PA|318|Acer saccharum,PA,318,Acer saccharum,late,79_-154,363,0
PA|318|Acer saccharum,PA,318,Acer saccharum,late,79_-155,518,8
PA|318|Acer saccharum,PA,318,Acer saccharum,late,79_-156,124,0
PA|318|Acer saccharum,PA,318,Acer saccharum,late,79_-157,63,2
PA|318|Acer saccharum,PA,318,Acer saccharum,late,79_-158,89,3
PA|318|Acer saccharum,PA,318,Acer saccharum,late,79_-159,541,14
PA|318|Acer saccharum,PA,318,Acer saccharum,late,79_-160,293,7
PA|318|Acer saccharum,PA,318,Acer saccharum,late,79_-161,204,2
PA|318|Acer saccharum,PA,318,Acer saccharum,late,80_-150,847,12
PA|318|Acer saccharum,PA,318,Acer saccharum,late,80_-151,6828,136
PA|318|Acer saccharum,PA,318,Acer saccharum,late,80_-152,2046,17
PA|318|Acer saccharum,PA,318,Acer saccharum,late,80_-153,742,8
PA|318|Acer saccharum,PA,318,Acer saccharum,late,80_-154,1517,10
PA|318|Acer saccharum,PA,318,Acer saccharum,late,80_-155,1315,14
PA|318|Acer saccharum,PA,318,Acer saccharum,late,80_-156,199,6
PA|318|Acer saccharum,PA,318,Acer saccharum,late,80_-157,331,3
PA|318|Acer saccharum,PA,318,Acer saccharum,late,80_-158,338,18
PA|318|Acer saccharum,PA,318,Acer saccharum,late,80_-159,932,12
PA|318|Acer saccharum,PA,318,Acer saccharum,late,80_-160,2379,65
PA|318|Acer saccharum,PA,318,Acer saccharum,late,80_-161,1703,32
PA|318|Acer saccharum,PA,318,Acer saccharum,late,80_-162,2,0
PA|318|Acer saccharum,PA,318,Acer saccharum,late,81_-151,1217,20
PA|318|Acer saccharum,PA,318,Acer saccharum,late,81_-152,859,6
PA|318|Acer saccharum,PA,318,Acer saccharum,late,81_-153,401,2
PA|318|Acer saccharum,PA,318,Acer saccharum,late,81_-154,535,7
PA|318|Acer saccharum,PA,318,Acer saccharum,late,81_-155,282,1
PA|318|Acer saccharum,PA,318,Acer saccharum,late,81_-156,1208,23
PA|318|Acer saccharum,PA,318,Acer saccharum,late,81_-157,347,9
PA|318|Acer saccharum,PA,318,Acer saccharum,late,81_-158,127,6
PA|318|Acer saccharum,PA,318,Acer saccharum,late,81_-159,399,6
PA|318|Acer saccharum,PA,318,Acer saccharum,late,81_-160,1242,28
PA|318|Acer saccharum,PA,318,Acer saccharum,late,81_-161,1410,34
PA|318|Acer saccharum,PA,318,Acer saccharum,late,81_-162,7,0
PA|318|Acer saccharum,PA,318,Acer saccharum,late,82_-150,206,6
PA|318|Acer saccharum,PA,318,Acer saccharum,late,82_-151,1161,10
PA|318|Acer saccharum,PA,318,Acer saccharum,late,82_-152,1099,5
PA|318|Acer saccharum,PA,318,Acer saccharum,late,82_-153,408,13
PA|318|Acer saccharum,PA,318,Acer saccharum,late,82_-154,237,9
PA|318|Acer saccharum,PA,318,Acer saccharum,late,82_-155,150,2
PA|318|Acer saccharum,PA,318,Acer saccharum,late,82_-156,142,1
PA|318|Acer saccharum,PA,318,Acer saccharum,late,82_-157,182,6
PA|318|Acer saccharum,PA,318,Acer saccharum,late,82_-158,517,10
PA|318|Acer saccharum,PA,318,Acer saccharum,late,82_-159,553,15
PA|318|Acer saccharum,PA,318,Acer saccharum,late,82_-160,161,0
PA|318|Acer saccharum,PA,318,Acer saccharum,late,82_-161,522,16
PA|318|Acer saccharum,PA,318,Acer saccharum,late,82_-162,9,1
PA|318|Acer saccharum,PA,318,Acer saccharum,late,83_-151,106,8
PA|318|Acer saccharum,PA,318,Acer saccharum,late,83_-152,276,6
PA|318|Acer saccharum,PA,318,Acer saccharum,late,83_-153,60,0
PA|318|Acer saccharum,PA,318,Acer saccharum,late,83_-154,78,2
PA|318|Acer saccharum,PA,318,Acer saccharum,late,83_-155,119,5
PA|318|Acer saccharum,PA,318,Acer saccharum,late,83_-156,152,10
PA|318|Acer saccharum,PA,318,Acer saccharum,late,83_-157,39,0
